,close,close
2020-04-28 15:00:00,6.688992235098879,
2020-04-29 15:00:00,6.808261041668247,
2020-04-30 15:00:00,7.205823730232817,
2020-05-06 15:00:00,6.947407982665847,
2020-05-07 15:00:00,6.848017310524704,
2020-05-08 15:00:00,6.917590781023505,
2020-05-11 15:00:00,6.897712646595277,
2020-05-12 15:00:00,6.808261041668248,
2020-05-13 15:00:00,6.7685047728117915,
2020-05-14 15:00:00,6.688992235098879,
2020-05-15 15:00:00,6.6293578318141915,
2020-05-18 15:00:00,6.57966249574362,
2020-05-19 15:00:00,6.6989313023129915,
2020-05-20 15:00:00,6.6293578318141915,
2020-05-21 15:00:00,6.5399062268871635,
2020-05-22 15:00:00,6.400759285889564,
2020-05-25 15:00:00,6.301368613748422,
2020-05-26 15:00:00,6.370942084247222,
2020-05-27 15:00:00,6.41069835310368,
2020-05-28 15:00:00,6.400759285889565,
2020-05-29 15:00:00,6.430576487531908,
2020-06-01 15:00:00,6.589601562957734,
2020-06-02 15:00:00,6.679053167884762,
2020-06-03 15:00:00,6.738687571169446,
2020-06-04 15:00:00,6.679053167884761,
2020-06-05 15:00:00,7.136250259734013,
2020-06-08 15:00:00,7.24557999908927,
2020-06-10 15:00:00,6.997103318736413,
2020-06-11 15:00:00,6.75856570559767,
2020-06-12 15:00:00,6.6392968990283,
2020-06-15 15:00:00,6.5001499580307005,
2020-06-16 15:00:00,6.599540630171841,
2020-06-17 15:00:00,6.579662495743614,
2020-06-18 15:00:00,6.609479697385956,
2020-06-19 15:00:00,6.679053167884756,
2020-06-22 15:00:00,6.59954063017184,
2020-06-23 15:00:00,6.579662495743613,
2020-06-24 15:00:00,6.6094796973859555,
2020-06-29 15:00:00,6.520028092458928,
2020-06-30 15:00:00,6.569723428529499,
2020-07-01 15:00:00,6.609479697385955,
2020-07-02 15:00:00,6.867895444952924,
2020-07-03 15:00:00,6.917590781023495,
2020-07-06 15:00:00,7.384726940086864,
2020-07-07 15:00:00,7.265458133517494,
2020-07-08 15:00:00,7.4642394777997785,
2020-07-09 15:00:00,7.503995746656235,
2020-07-10 15:00:00,7.265458133517494,
2020-07-13 15:00:00,7.364848805658636,
2020-07-14 15:00:00,7.185945595804582,
2020-07-15 15:00:00,7.245579999089265,
2020-07-16 15:00:00,7.06000000000002,
2020-07-17 15:00:00,6.96000000000002,
2020-07-20 15:00:00,7.180000000000022,
2020-07-21 15:00:00,7.150000000000023,
2020-07-22 15:00:00,7.270000000000022,
2020-07-23 15:00:00,7.200000000000024,
2020-07-24 15:00:00,6.960000000000023,
2020-07-27 15:00:00,6.8900000000000245,
2020-07-28 15:00:00,6.840000000000026,
2020-07-29 15:00:00,6.940000000000025,
2020-07-30 15:00:00,6.840000000000024,
2020-07-31 15:00:00,6.830000000000023,
2020-08-03 15:00:00,6.970000000000023,
2020-08-04 15:00:00,7.0300000000000225,
2020-08-05 15:00:00,6.930000000000023,
2020-08-06 15:00:00,7.030000000000023,
2020-08-07 15:00:00,6.980000000000025,
2020-08-10 15:00:00,7.040000000000023,
2020-08-11 15:00:00,7.0700000000000225,
2020-08-12 15:00:00,7.360000000000023,
2020-08-13 15:00:00,7.290000000000021,
2020-08-14 15:00:00,7.270000000000019,
2020-08-17 15:00:00,7.300000000000021,
2020-08-18 15:00:00,7.2400000000000215,
2020-08-19 15:00:00,7.350000000000021,
2020-08-20 15:00:00,7.300000000000021,
2020-08-21 15:00:00,7.300000000000021,
2020-08-24 15:00:00,7.22000000000002,
2020-08-25 15:00:00,7.23000000000002,
2020-08-26 15:00:00,7.080000000000017,
2020-08-27 15:00:00,7.110000000000018,
2020-08-28 15:00:00,7.160000000000016,
2020-08-31 15:00:00,7.250000000000018,
2020-09-01 15:00:00,7.230000000000018,
2020-09-02 15:00:00,7.180000000000016,
2020-09-03 15:00:00,7.250000000000016,
2020-09-04 15:00:00,7.420000000000017,
2020-09-07 15:00:00,7.5200000000000164,
2020-09-08 15:00:00,7.560000000000018,
2020-09-09 15:00:00,7.680000000000018,
2020-09-10 15:00:00,7.460000000000019,
2020-09-11 15:00:00,7.41000000000002,
2020-09-14 15:00:00,7.470000000000021,
2020-09-15 15:00:00,7.960000000000021,
2020-09-16 15:00:00,8.070000000000023,
2020-09-17 15:00:00,8.110000000000023,
2020-09-18 15:00:00,8.100000000000023,
2020-09-21 15:00:00,7.9800000000000235,
2020-09-22 15:00:00,7.5800000000000205,
2020-09-23 15:00:00,7.5000000000000195,
2020-09-24 15:00:00,7.28000000000002,
2020-09-25 15:00:00,7.150000000000021,
2020-09-28 15:00:00,7.18000000000002,
2020-09-29 15:00:00,7.09000000000002,
2020-09-30 15:00:00,7.0900000000000185,
2020-10-09 15:00:00,7.120000000000018,
2020-10-12 15:00:00,7.250000000000018,
2020-10-13 15:00:00,7.210000000000018,
2020-10-14 15:00:00,7.080000000000019,
2020-10-15 15:00:00,7.040000000000019,
2020-10-16 15:00:00,7.070000000000017,
2020-10-19 15:00:00,7.040000000000017,
2020-10-20 15:00:00,7.050000000000016,
2020-10-21 15:00:00,7.280000000000016,
2020-10-22 15:00:00,7.300000000000018,
2020-10-23 15:00:00,7.270000000000017,
2020-10-26 15:00:00,7.120000000000019,
2020-10-27 15:00:00,7.040000000000019,
2020-10-28 15:00:00,6.940000000000017,
2020-10-29 15:00:00,6.910000000000017,
2020-10-30 15:00:00,6.790000000000018,
2020-11-02 15:00:00,6.570000000000016,
2020-11-03 15:00:00,6.690000000000016,
2020-11-04 15:00:00,6.720000000000016,
2020-11-05 15:00:00,6.810000000000015,
2020-11-06 15:00:00,6.890000000000015,
2020-11-09 15:00:00,7.200000000000018,
2020-11-10 15:00:00,7.650000000000019,
2020-11-11 15:00:00,7.660000000000019,
2020-11-12 15:00:00,7.570000000000021,
2020-11-13 15:00:00,7.45000000000002,
2020-11-16 15:00:00,7.690000000000021,
2020-11-17 15:00:00,7.860000000000022,
2020-11-18 15:00:00,7.930000000000019,
2020-11-19 15:00:00,7.90000000000002,
2020-11-20 15:00:00,8.030000000000019,
2020-11-23 15:00:00,7.880000000000019,
2020-11-24 15:00:00,7.90000000000002,
2020-11-25 15:00:00,7.810000000000018,
2020-11-26 15:00:00,7.770000000000018,
2020-11-27 15:00:00,7.860000000000022,
2020-11-30 15:00:00,7.880000000000019,
2020-12-01 15:00:00,8.30000000000002,
2020-12-02 15:00:00,8.37000000000002,
2020-12-03 15:00:00,8.420000000000021,
2020-12-04 15:00:00,8.10000000000002,
2020-12-07 15:00:00,7.90000000000002,
2020-12-08 15:00:00,7.770000000000018,
2020-12-09 15:00:00,7.76000000000002,
2020-12-10 15:00:00,7.72000000000002,
2020-12-11 15:00:00,7.760000000000018,
2020-12-14 15:00:00,7.670000000000019,
2020-12-15 15:00:00,7.560000000000018,
2020-12-16 15:00:00,7.570000000000019,
2020-12-17 15:00:00,7.640000000000018,
2020-12-18 15:00:00,7.64000000000002,
2020-12-21 15:00:00,7.350000000000021,
2020-12-22 15:00:00,7.10000000000002,
2020-12-23 15:00:00,7.0800000000000205,
2020-12-24 15:00:00,7.150000000000021,
2020-12-25 15:00:00,7.230000000000021,
2020-12-28 15:00:00,7.1300000000000185,
2020-12-29 15:00:00,7.120000000000019,
2020-12-30 15:00:00,7.150000000000019,
2020-12-31 15:00:00,7.49000000000002,
2021-01-04 15:00:00,7.40000000000002,
2021-01-05 15:00:00,7.390000000000019,
2021-01-06 15:00:00,7.350000000000021,
2021-01-07 15:00:00,7.200000000000021,
2021-01-08 15:00:00,7.300000000000021,
2021-01-11 15:00:00,6.86000000000002,
2021-01-12 15:00:00,7.0900000000000185,
2021-01-13 15:00:00,7.150000000000018,
2021-01-14 15:00:00,7.120000000000018,
2021-01-15 15:00:00,7.080000000000017,
2021-01-18 15:00:00,7.080000000000017,
2021-01-19 15:00:00,7.200000000000018,
2021-01-20 15:00:00,7.150000000000018,
2021-01-21 15:00:00,7.070000000000017,
2021-01-22 15:00:00,6.970000000000017,6.688992235098879
2021-01-25 15:00:00,6.970000000000015,6.808261041668247
2021-01-26 15:00:00,7.050000000000014,7.205823730232817
2021-01-27 15:00:00,7.1100000000000145,6.947407982665847
2021-01-28 15:00:00,6.950000000000013,6.848017310524704
2021-01-29 15:00:00,7.200000000000013,6.917590781023505
2021-02-01 15:00:00,7.280000000000014,6.897712646595277
2021-02-02 15:00:00,7.190000000000015,6.808261041668248
2021-02-03 15:00:00,7.0700000000000145,6.7685047728117915
2021-02-04 15:00:00,7.010000000000014,6.688992235098879
2021-02-05 15:00:00,7.370000000000015,6.6293578318141915
2021-02-08 15:00:00,7.770000000000015,6.57966249574362
2021-02-09 15:00:00,7.840000000000018,6.6989313023129915
2021-02-10 15:00:00,7.790000000000016,6.6293578318141915
2021-02-18 15:00:00,8.090000000000014,6.5399062268871635
2021-02-19 15:00:00,8.200000000000014,6.400759285889564
2021-02-22 15:00:00,8.150000000000015,6.301368613748422
2021-02-23 15:00:00,8.530000000000015,6.370942084247222
2021-02-24 15:00:00,8.350000000000014,6.41069835310368
2021-02-25 15:00:00,8.220000000000015,6.400759285889565
2021-02-26 15:00:00,8.090000000000014,6.430576487531908
2021-03-01 15:00:00,8.230000000000015,6.589601562957734
2021-03-02 15:00:00,8.170000000000014,6.679053167884762
2021-03-03 15:00:00,8.570000000000016,6.738687571169446
2021-03-04 15:00:00,8.370000000000013,6.679053167884761
2021-03-05 15:00:00,8.000000000000014,7.136250259734013
2021-03-08 15:00:00,7.790000000000014,7.24557999908927
2021-03-09 15:00:00,8.080000000000013,6.997103318736413
2021-03-10 15:00:00,8.120000000000012,6.75856570559767
2021-03-11 15:00:00,8.380000000000013,6.6392968990283
2021-03-12 15:00:00,8.310000000000013,6.5001499580307005
2021-03-15 15:00:00,8.720000000000015,6.599540630171841
2021-03-16 15:00:00,9.010000000000014,6.579662495743614
2021-03-17 15:00:00,8.820000000000014,6.609479697385956
2021-03-18 15:00:00,9.180000000000014,6.679053167884756
2021-03-19 15:00:00,9.150000000000015,6.59954063017184
2021-03-22 15:00:00,9.330000000000014,6.579662495743613
2021-03-23 15:00:00,8.950000000000014,6.6094796973859555
2021-03-24 15:00:00,8.500000000000012,6.520028092458928
2021-03-25 15:00:00,8.660000000000014,6.569723428529499
2021-03-26 15:00:00,9.060000000000015,6.609479697385955
2021-03-29 15:00:00,8.930000000000014,6.867895444952924
2021-03-30 15:00:00,8.990000000000014,6.917590781023495
2021-03-31 15:00:00,9.050000000000015,7.384726940086864
2021-04-01 15:00:00,8.920000000000014,7.265458133517494
2021-04-02 15:00:00,8.910000000000014,7.4642394777997785
2021-04-06 15:00:00,8.850000000000014,7.503995746656235
2021-04-07 15:00:00,9.190000000000014,7.265458133517494
2021-04-08 15:00:00,9.170000000000014,7.364848805658636
2021-04-09 15:00:00,8.850000000000014,7.185945595804582
2021-04-12 15:00:00,8.860000000000014,7.245579999089265
2021-04-13 15:00:00,8.710000000000015,7.06000000000002
2021-04-14 15:00:00,8.840000000000014,6.96000000000002
2021-04-15 15:00:00,8.830000000000014,7.180000000000022
2021-04-16 15:00:00,9.160000000000014,7.150000000000023
2021-04-19 15:00:00,9.330000000000014,7.270000000000022
2021-04-20 15:00:00,9.280000000000014,7.200000000000024
2021-04-21 15:00:00,9.060000000000015,6.960000000000023
2021-04-22 15:00:00,8.930000000000014,6.8900000000000245
2021-04-23 15:00:00,8.890000000000015,6.840000000000026
2021-04-26 15:00:00,8.800000000000015,6.940000000000025
2021-04-27 15:00:00,8.620000000000013,6.840000000000024
2021-04-28 15:00:00,8.610000000000014,6.830000000000023
2021-04-29 15:00:00,8.620000000000013,6.970000000000023
2021-04-30 15:00:00,8.180000000000012,7.0300000000000225
2021-05-06 15:00:00,8.260000000000012,6.930000000000023
2021-05-07 15:00:00,8.400000000000013,7.030000000000023
2021-05-10 15:00:00,8.420000000000012,6.980000000000025
2021-05-11 15:00:00,8.560000000000013,7.040000000000023
2021-05-12 15:00:00,8.430000000000012,7.0700000000000225
2021-05-13 15:00:00,8.280000000000012,7.360000000000023
2021-05-14 15:00:00,8.560000000000013,7.290000000000021
2021-05-17 15:00:00,8.660000000000014,7.270000000000019
2021-05-18 15:00:00,8.800000000000015,7.300000000000021
2021-05-19 15:00:00,8.760000000000014,7.2400000000000215
2021-05-20 15:00:00,8.750000000000014,7.350000000000021
2021-05-21 15:00:00,8.720000000000015,7.300000000000021
2021-05-24 15:00:00,8.740000000000014,7.300000000000021
2021-05-25 15:00:00,8.800000000000015,7.22000000000002
2021-05-26 15:00:00,9.000000000000014,7.23000000000002
2021-05-27 15:00:00,8.900000000000015,7.080000000000017
2021-05-28 15:00:00,8.670000000000014,7.110000000000018
2021-05-31 15:00:00,8.410000000000013,7.160000000000016
2021-06-01 15:00:00,8.470000000000013,7.250000000000018
